Iteration,Best Eval,Min Exec Time (ms),Avg Exec Time (ms),Median Exec Time (ms),Variance Exec Time (ms),Range Exec Time (ms),Improvement Time (%),Std Dev Exec Time (ms)
23,0.001700012944638729,0.001700012944638729,0.0018624996300786734,0.001800013706088066,1.902765364243671e-07,0.002200016751885414,56.41025641025641,0.0004362069880508187
24,0.001700012944638729,0.001700012944638729,0.0018560001626610756,0.001800013706088066,1.834044243244955e-07,0.002200016751885414,56.41025641025641,0.0004282574276349396
25,0.001700012944638729,0.001700012944638729,0.0018500006542756008,0.001800013706088066,1.7700409397406762e-07,0.002200016751885414,56.41025641025641,0.0004207185448421161
26,0.001700012944638729,0.001700012944638729,0.0018444455539186795,0.001800013706088066,1.7102944098517184e-07,0.002200016751885414,56.41025641025641,0.00041355705892315737
27,0.001700012944638729,0.001700012944638729,0.0018392872464443957,0.001800013706088066,1.654400450529594e-07,0.002200016751885414,56.41025641025641,0.0004067432175869186
28,0.001700012944638729,0.001700012944638729,0.0018344846843131658,0.001800013706088066,1.602003455030591e-07,0.002200016751885414,56.41025641025641,0.00040025035353270967
29,0.001700012944638729,0.001700012944638729,0.0018300022929906845,0.0017999554984271526,1.5527895061716165e-07,0.002200016751885414,56.41025641025641,0.00039405450208970035
30,0.001700012944638729,0.001700012944638729,0.0018258090882051375,0.0017998972907662392,1.5064805755416917e-07,0.002200016751885414,56.41025641025641,0.00038813407162238304
31,0.001700012944638729,0.001700012944638729,0.0018218779587186873,0.0017998972907662392,1.4628296372361287e-07,0.002200016751885414,56.41025641025641,0.0003824695592117272
32,0.001700012944638729,0.001700012944638729,0.001818185079504143,0.0017998972907662392,1.42161653884726e-07,0.002200016751885414,56.41025641025641,0.0003770433050522526
33,0.001700012944638729,0.001700012944638729,0.0018147094284786897,0.0017998972907662392,1.3826445008085323e-07,0.002200016751885414,56.41025641025641,0.00037183927990578567
34,0.001700012944638729,0.001700012944638729,0.0018114323860832623,0.0017998972907662392,1.3457371384803696e-07,0.002200016751885414,56.41025641025641,0.0003668429007736649
35,0.001700012944638729,0.001700012944638729,0.001808337401598692,0.0017499551177024841,1.3107359203778625e-07,0.002200016751885414,56.41025641025641,0.000362040870673169
36,0.001700012944638729,0.001700012944638729,0.001805409713572747,0.001700012944638729,1.2774979914118417e-07,0.002200016751885414,56.41025641025641,0.0003574210390298592
37,0.001700012944638729,0.001700012944638729,0.001802636114390273,0.001700012944638729,1.2458943025924892e-07,0.002200016751885414,56.41025641025641,0.00035297227973206185
38,0.001700012944638729,0.001700012944638729,0.00180000475106331,0.001700012944638729,1.2158079988728114e-07,0.002200016751885414,56.41025641025641,0.000348684384346763
39,0.001700012944638729,0.001700012944638729,0.0017975049559026957,0.001700012944638729,1.1871330251371624e-07,0.002200016751885414,56.41025641025641,0.00034454796837844835
40,0.001700012944638729,0.001700012944638729,0.0017951271019694282,0.001700012944638729,1.1597729171331951e-07,0.002200016751885414,56.41025641025641,0.0003405543887741274
41,0.001700012944638729,0.001700012944638729,0.0017928624791758402,0.001700012944638729,1.1336397496997134e-07,0.002200016751885414,56.41025641025641,0.00033669567114825126
42,0.001700012944638729,0.001700012944638729,0.0017907031876749772,0.001700012944638729,1.1086532191956661e-07,0.002200016751885414,56.41025641025641,0.0003329644454285872
43,0.001700012944638729,0.001700012944638729,0.0017886420457877896,0.001700012944638729,1.084739840777928e-07,0.002200016751885414,56.41025641025641,0.00032935388881534826
44,0.001700012944638729,0.001700012944638729,0.0017866725102066994,0.001700012944638729,1.0618322442607607e-07,0.002200016751885414,56.41025641025641,0.0003258576751069032
45,0.001700012944638729,0.001700012944638729,0.0017847886066073957,0.001700012944638729,1.0398685548409531e-07,0.002200016751885414,56.41025641025641,0.0003224699295811864
46,0.001700012944638729,0.001700012944638729,0.0017829848691187007,0.001700012944638729,1.0187918470884549e-07,0.002200016751885414,56.41025641025641,0.00031918518873664154
47,0.001700012944638729,0.001700012944638729,0.0017812562873587012,0.001700012944638729,9.985496623624585e-08,0.002200016751885414,56.41025641025641,0.0003159983642936239
48,0.001700012944638729,0.001700012944638729,0.0017795982599562528,0.001700012944638729,9.790935812815362e-08,0.002200016751885414,56.41025641025641,0.0003129047109395345
49,0.001700012944638729,0.001700012944638729,0.0017780065536499023,0.001700012944638729,9.603788441055673e-08,0.002200016751885414,56.41025641025641,0.00030989979737095137
50,0.001700012944638729,0.001700012944638729,0.0017764772671987029,0.001700012944638729,9.423640129188652e-08,0.002200016751885414,56.41025641025641,0.00030697948024564526
51,0.001700012944638729,0.001700012944638729,0.001775006799457165,0.001700012944638729,9.25010670372388e-08,0.002200016751885414,56.41025641025641,0.0003041398807082669
52,0.001700012944638729,0.001700012944638729,0.0017735918210643642,0.001700012944638729,9.082831504760667e-08,0.002200016751885414,56.41025641025641,0.00030137736319705015
53,0.001700012944638729,0.001700012944638729,0.0017722292492787044,0.001700012944638729,8.921482975529373e-08,0.002200016751885414,56.41025641025641,0.00029868851627622666
54,0.001700012944638729,0.001700012944638729,0.0017709162255579774,0.001700012944638729,8.765752499935937e-08,0.002200016751885414,56.41025641025641,0.00029607013527095124
55,0.001700012944638729,0.001700012944638729,0.0017696500955415623,0.001700012944638729,8.6153524589787e-08,0.002200016751885414,56.41025641025641,0.00029351920650919425
56,0.001700012944638729,0.001700012944638729,0.0017684283911397582,0.001700012944638729,8.470014480732788e-08,0.002200016751885414,56.41025641025641,0.00029103289299893217
57,0.001700012944638729,0.001700012944638729,0.0017672488144759473,0.001700012944638729,8.329487861870456e-08,0.002200016751885414,56.41025641025641,0.00028860852138962314
58,0.001700012944638729,0.001700012944638729,0.0017661092234617572,0.001700012944638729,8.19353814149281e-08,0.002200016751885414,56.41025641025641,0.00028624357008486337
59,0.001700012944638729,0.001700012944638729,0.0017650076188147068,0.001700012944638729,8.061945810461316e-08,0.002200016751885414,56.41025641025641,0.00028393565838867997
60,0.001700012944638729,0.001700012944638729,0.0017639421323528055,0.001700012944638729,7.934505141496646e-08,0.002200016751885414,56.41025641025641,0.0002816825365814616
61,0.001700012944638729,0.001700012944638729,0.0017629110164219333,0.001700012944638729,7.811023127107983e-08,0.002200016751885414,56.41025641025641,0.00027948207683334514
62,0.001700012944638729,0.001700012944638729,0.0017619126343301364,0.001700012944638729,7.69131851397006e-08,0.002200016751885414,56.41025641025641,0.0002773322648732033
63,0.001700012944638729,0.001700012944638729,0.0017609454516787082,0.001700012944638729,7.575220923713224e-08,0.002200016751885414,56.41025641025641,0.0002752311923404254
64,0.001700012944638729,0.001700012944638729,0.0017600080284934777,0.001700012944638729,7.462570051263554e-08,0.002200016751885414,56.41025641025641,0.00027317704975461524
65,0.001700012944638729,0.001700012944638729,0.0017590990120714362,0.001700012944638729,7.353214932890687e-08,0.002200016751885414,56.41025641025641,0.00027116812004530856
66,0.001700012944638729,0.001700012944638729,0.001758217130467963,0.001700012944638729,7.247013277011694e-08,0.002200016751885414,56.41025641025641,0.0002692027725899511
67,0.001700012944638729,0.001700012944638729,0.0017573611865587095,0.001700012944638729,7.143830851578222e-08,0.002200016751885414,56.41025641025641,0.00026727945771379854
68,0.001700012944638729,0.001700012944638729,0.00175653005261784,0.001700012944638729,7.043540922556488e-08,0.002200016751885414,56.41025641025641,0.0002653967016101837
69,0.001700012944638729,0.001700012944638729,0.0017557226653609956,0.001700012944638729,6.946023738608635e-08,0.002200016751885414,56.41025641025641,0.0002635531016438364
70,0.001700012944638729,0.001700012944638729,0.001754938021407161,0.001700012944638729,6.851166057610538e-08,0.002200016751885414,56.41025641025641,0.00026174732200369384
71,0.001700012944638729,0.001700012944638729,0.0017541751731187105,0.001700012944638729,6.758860711105055e-08,0.002200016751885414,56.41025641025641,0.0002599780896749773
72,0.001700012944638729,0.001700012944638729,0.0017534332247833683,0.001700012944638729,6.669006203198955e-08,0.002200016751885414,56.41025641025641,0.00025824419070327514
73,0.001700012944638729,0.001700012944638729,0.001752711329105738,0.001700012944638729,6.581506340773486e-08,0.002200016751885414,56.41025641025641,0.0002565444667260139
74,0.001700012944638729,0.001700012944638729,0.0017520086839795113,0.001700012944638729,6.496269892198746e-08,0.002200016751885414,56.41025641025641,0.00025487781174905646
75,0.001700012944638729,0.001700012944638729,0.0017513245295145009,0.001700012944638729,6.413210272025913e-08,0.002200016751885414,56.41025641025641,0.0002532431691482697
76,0.001700012944638729,0.001700012944638729,0.001750658145295335,0.001700012944638729,6.332245249383522e-08,0.002200016751885414,56.41025641025641,0.00025163952887778825
77,0.001700012944638729,0.001700012944638729,0.0017500088478510196,0.001700012944638729,6.253296678028145e-08,0.002200016751885414,56.41025641025641,0.00025006592486838636
78,0.001700012944638729,0.001700012944638729,0.0017493759883166868,0.001700012944638729,6.176290246199563e-08,0.002200016751885414,56.41025641025641,0.0002485214326008838
79,0.001700012944638729,0.001700012944638729,0.0017487589502707124,0.001700012944638729,6.101155244608603e-08,0.002200016751885414,56.41025641025641,0.00024700516684087
80,0.001700012944638729,0.001700012944638729,0.001748157147732046,0.001700012944638729,6.027824351044913e-08,0.002200016751885414,56.41025641025641,0.00024551627952225315
81,0.001700012944638729,0.001700012944638729,0.0017475700233040787,0.001700012944638729,5.9562334302342225e-08,0.002200016751885414,56.41025641025641,0.0002440539577682407
82,0.001700012944638729,0.001700012944638729,0.0017469970464526888,0.001700012944638729,5.8863213477020826e-08,0.002200016751885414,56.41025641025641,0.00024261742203935156
83,0.001700012944638729,0.001700012944638729,0.0017464377119072846,0.001700012944638729,5.818029796515353e-08,0.002200016751885414,56.41025641025641,0.00024120592439895322
84,0.001700012944638729,0.001700012944638729,0.0017458915381747134,0.001700012944638729,5.7513031358753096e-08,0.002200016751885414,56.41025641025641,0.0002398187468876299
85,0.001700012944638729,0.001700012944638729,0.001745358066156853,0.001700012944638729,5.6860882406285055e-08,0.002200016751885414,56.41025641025641,0.00023845519999841702
86,0.001700012944638729,0.001700012944638729,0.0017448368578635413,0.001700012944638729,5.6223343608445657e-08,0.002200016751885414,56.41025641025641,0.00023711462124560278
87,0.001700012944638729,0.001700012944638729,0.0017443274952132594,0.001700012944638729,5.559992990684915e-08,0.002200016751885414,56.41025641025641,0.00023579637382039858
88,0.001700012944638729,0.001700012944638729,0.0017438295789146691,0.001700012944638729,5.499017745853981e-08,0.002200016751885414,56.41025641025641,0.00023449984532732598
89,0.001700012944638729,0.001700012944638729,0.0017433427274227142,0.001700012944638729,5.439364248985399e-08,0.002200016751885414,56.41025641025641,0.00023322444659566456
90,0.0016998965293169022,0.0016998965293169022,0.0017428652966742988,0.001700012944638729,5.381001123528864e-08,0.002200133167207241,56.41324139577924,0.00023196984984107016
91,0.0016998965293169022,0.0016998965293169022,0.0017423982448551965,0.001700012944638729,5.3238761071464095e-08,0.002200133167207241,56.41324139577924,0.0002307352618727014
92,0.0016998965293169022,0.0016998965293169022,0.0017419412371612365,0.001700012944638729,5.267950249691221e-08,0.002200133167207241,56.41324139577924,0.0002295201570601419
93,0.0016998965293169022,0.0016998965293169022,0.001741493953035233,0.001700012944638729,5.213186216390578e-08,0.002200133167207241,56.41324139577924,0.00022832402887980446
94,0.0016998965293169022,0.0016998965293169022,0.001741056085417145,0.001700012944638729,5.159548205040849e-08,0.002200133167207241,56.41324139577924,0.00022714638903229012
95,0.0016998965293169022,0.0016998965293169022,0.001740627340041101,0.001700012944638729,5.107001868239378e-08,0.002200133167207241,56.41324139577924,0.00022598676660900695
96,0.0016998965293169022,0.0016998965293169022,0.0017402074347759031,0.001700012944638729,5.055514240299771e-08,0.002200133167207241,56.41324139577924,0.00022484470730483675
97,0.0016998965293169022,0.0016998965293169022,0.0017397960990059133,0.001700012944638729,5.005053668525123e-08,0.002200133167207241,56.41324139577924,0.00022371977267387707
98,0.0016998965293169022,0.0016998965293169022,0.0017393930730494585,0.001700012944638729,4.955589748539287e-08,0.002200133167207241,56.41324139577924,0.00022261153942550435
99,0.0016998965293169022,0.0016998965293169022,0.001738998107612133,0.001700012944638729,4.907093263399647e-08,0.002200133167207241,56.41324139577924,0.00022151959875820577
100,0.0016998965293169022,0.0016998965293169022,0.0017386109632725763,0.001700012944638729,4.859536126236125e-08,0.002200133167207241,56.41324139577924,0.00022044355572881064
