Generation,Best Eval,Min Exec Time (ms),Avg Exec Time (ms),Median Exec Time (ms),Variance Exec Time (ms),Range Exec Time (ms),Improvement Time (%),Std Dev Exec Time (ms)
40,0.001999898813664913,0.001999898813664913,0.0020365951946232377,0.00200001522898674,1.3237990924819983e-07,0.00200001522898674,-5.257030819190001,0.00036384049973607916
41,0.001900014467537403,0.001900014467537403,0.0020333432725497653,0.0019999570213258266,1.2959528085507478e-07,0.00200001522898674,0.0,0.00035999344557238093
42,0.002700020559132099,0.002700020559132099,0.0020488473954935406,0.00200001522898674,1.3684592554494892e-07,0.00200001522898674,-42.10526315789473,0.0003699269191947903
43,0.001800013706088066,0.001800013706088066,0.002043192084370689,0.0019999570213258266,1.3507069409161768e-07,0.00200001522898674,5.263157894736848,0.00036751965129992395
44,0.001800013706088066,0.001800013706088066,0.002037788120408853,0.001999898813664913,1.333150327820725e-07,0.00200001522898674,5.263157894736848,0.00036512331174833593
45,0.001900014467537403,0.001900014467537403,0.002034793040998604,0.0019499566406011581,1.307651195290165e-07,0.00200001522898674,0.0,0.00036161460082388333
46,0.00200001522898674,0.00200001522898674,0.002034053087551543,0.001999898813664913,1.279481335011347e-07,0.00200001522898674,-5.263157894736836,0.00035769838341979504
47,0.0036999117583036423,0.0036999117583036423,0.002068758476525545,0.0019999570213258266,1.8304010593251018e-07,0.00200001522898674,-94.73071502971631,0.000427831866429454
48,0.00200001522898674,0.00200001522898674,0.0020673555531063857,0.00200001522898674,1.7932321190413082e-07,0.00200001522898674,-5.263157894736836,0.0004234657151460208
49,0.001800013706088066,0.001800013706088066,0.0020620087161660194,0.0019999570213258266,1.7709298778167556e-07,0.00200001522898674,5.263157894736848,0.00042082417680270646
50,0.001900014467537403,0.001900014467537403,0.002058832358349772,0.001999898813664913,1.740656797238607e-07,0.00200001522898674,0.0,0.0004172117924074782
